Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NA_Sales_Actual_Units,EU_Sales_Actual_Units,JP_Sales_Actual_Units,Other_Sales_Actual_Units,Global_Sales_Actual_Units,Critic_Score,Critic_Count,User_Score,User_Count,Average_Score,Developer,Developer_Copied,Rating
Madden NFL 08,PS3,2007,Sports,Electronic Arts,0.89,0,0,0.08,0.97,"890,000",0,0,"80,000","970,000",81,31,5.3,33,66.6,EA Tiburon,EA Tiburon,E
Grand Theft Auto: Vice City Stories,PS2,2007,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97,"780,000","30,000","30,000","130,000","970,000",75,37,7.9,67,77.6,Rockstar Leeds,Rockstar Leeds,M
MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0,0.13,0.93,"770,000","30,000",0,"130,000","930,000",83,25,8.6,19,84.3,SCEA,SCEA,E
Build-A-Bear Workshop,DS,2007,Simulation,Game Factory,0.85,0.01,0,0.07,0.93,"850,000","10,000",0,"70,000","930,000",61,11,4.8,5,56.9,Neko Entertainment,Neko Entertainment,E
Lost Odyssey,X360,2007,Role-Playing,Microsoft Game Studios,0.45,0.26,0.11,0.08,0.9,"450,000","260,000","110,000","80,000","900,000",78,68,8.3,432,82.3,Mistwalker,Mistwalker,T
Spider-Man 3,PS2,2007,Platform,Activision,0.74,0.03,0.01,0.12,0.9,"740,000","30,000","10,000","120,000","900,000",50,14,6.5,28,60.0,Vicarious Visions,Vicarious Visions,T
The Simpsons Game,PS3,2007,Action,Electronic Arts,0.38,0.36,0,0.15,0.88,"380,000","360,000",0,"150,000","880,000",71,30,7.5,49,73.5,EA Redwood Shores,EA Redwood Shores,T
Madden NFL 08,Wii,2007,Sports,Electronic Arts,0.8,0,0,0.07,0.87,"800,000",0,0,"70,000","870,000",76,29,6.8,27,72.1,EA Tiburon,EA Tiburon,E
DiRT,X360,2007,Racing,Codemasters,0.38,0.4,0,0.09,0.87,"380,000","400,000",0,"90,000","870,000",83,59,7.4,94,77.5,Codemasters,Codemasters,E
Warriors Orochi,PS2,2007,Action,Tecmo Koei,0.11,0.09,0.64,0.03,0.87,"110,000","90,000","640,000","30,000","870,000",55,14,8.2,16,69.4,Omega Force,Omega Force,T
SingStar '90s,PS2,2007,Misc,Sony Computer Entertainment,0.1,0.59,0,0.18,0.87,"100,000","590,000",0,"180,000","870,000",73,29,,,73.0,SCEE,SCEE,T
Tomb Raider: Anniversary,Wii,2007,Action,Eidos Interactive,0.12,0.62,0,0.11,0.85,"120,000","620,000",0,"110,000","850,000",73,22,7.3,25,73.0,Crystal Dynamics,Crystal Dynamics,T
NBA 2K8,X360,2007,Sports,Take-Two Interactive,0.79,0,0,0.07,0.85,"790,000",0,0,"70,000","850,000",81,33,7,28,76.0,Visual Concepts,Visual Concepts,E
Ratatouille,PS2,2007,Action,THQ,0.31,0,0,0.53,0.85,"310,000",0,0,"530,000","850,000",65,9,8,11,73.3,Asobo Studio,Asobo Studio,E
Harry Potter and the Order of the Phoenix,DS,2007,Action,Electronic Arts,0.28,0.46,0,0.1,0.84,"280,000","460,000",0,"100,000","840,000",51,15,4.9,19,49.9,Visual Impact,Visual Impact,E
Ben 10: Protector of Earth,PS2,2007,Action,D3Publisher,0.09,0,0,0.74,0.84,"90,000",0,0,"740,000","840,000",,,7.6,14,76.0,High Voltage Software,High Voltage Software,E10+
Blazing Angels: Squadrons of WWII,Wii,2007,Simulation,Ubisoft,0.74,0.04,0,0.06,0.83,"740,000","40,000",0,"60,000","830,000",57,11,6.7,28,64.2,Ubisoft,Ubisoft,T
Time Crisis 4,PS3,2007,Shooter,Namco Bandai Games,0.32,0.32,0.05,0.14,0.83,"320,000","320,000","50,000","140,000","830,000",60,52,7.4,21,64.0,Nex Entertainment,Nex Entertainment,T
Harvest Moon: Tree of Tranquility,Wii,2007,Simulation,Rising Star Games,0.67,0.03,0.06,0.05,0.82,"670,000","30,000","60,000","50,000","820,000",65,18,8.2,28,75.3,Marvelous Entertainment,Marvelous Entertainment,E
I Spy: Fun House,DS,2007,Puzzle,Scholastic Inc.,0.76,0,0,0.06,0.82,"760,000",0,0,"60,000","820,000",53,6,,,53.0,Big Blue Bubble Inc.,Big Blue Bubble Inc.,E
Stranglehold,X360,2007,Shooter,Midway Games,0.4,0.33,0.01,0.09,0.82,"400,000","330,000","10,000","90,000","820,000",77,59,7.6,91,76.4,Midway,Midway,M
Patapon,PSP,2007,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.16,0.81,"330,000","250,000","70,000","160,000","810,000",86,60,8.7,102,86.6,SCE Japan Studio,SCE Japan Studio,E
Rayman Raving Rabbids 2,DS,2007,Misc,Ubisoft,0.73,0.01,0,0.06,0.8,"730,000","10,000",0,"60,000","800,000",57,8,7,15,65.5,Ubisoft Paris,Ubisoft Paris,E10+
Dance Dance Revolution SuperNOVA 2,PS2,2007,Simulation,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79,"640,000","30,000","20,000","100,000","790,000",70,10,,,70.0,Konami,Konami,E10+
NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0,0.11,0.79,"650,000","30,000",0,"110,000","790,000",83,6,8.3,23,83.0,EA Tiburon,EA Tiburon,E
The Sims 2: Castaway,PSP,2007,Simulation,Electronic Arts,0.08,0.46,0,0.25,0.79,"80,000","460,000",0,"250,000","790,000",64,5,7.3,18,71.0,Maxis,Maxis,E10+
The World Ends With You,DS,2007,Role-Playing,Square Enix,0.49,0.04,0.21,0.04,0.78,"490,000","40,000","210,000","40,000","780,000",88,59,8.9,283,88.8,Jupiter Corporation,Jupiter Corporation,T
Drawn to Life,DS,2007,Action,THQ,0.71,0.01,0,0.06,0.78,"710,000","10,000",0,"60,000","780,000",73,34,8.2,30,77.2,5TH Cell,5TH Cell,E
Ghost Squad,Wii,2007,Shooter,Sega,0.42,0.21,0.08,0.07,0.77,"420,000","210,000","80,000","70,000","770,000",69,42,7.5,31,71.5,"Artificial Mind and Movement, Polygon Magic","Artificial Mind and Movement, Polygon Magic",T
Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,Role-Playing,Square Enix,0.38,0.03,0.3,0.04,0.75,"380,000","30,000","300,000","40,000","750,000",80,47,6.9,106,72.4,Square Enix,Square Enix,E10+
Spectrobes,DS,2007,Role-Playing,Disney Interactive Studios,0.66,0.02,0,0.06,0.74,"660,000","20,000",0,"60,000","740,000",63,37,7.9,31,70.3,Jupiter Corporation,Jupiter Corporation,E
Tom Clancy's Rainbow Six: Vegas,PSP,2007,Shooter,Ubisoft,0.42,0.19,0,0.13,0.74,"420,000","190,000",0,"130,000","740,000",60,20,7.1,31,66.7,Ubisoft Montreal,Ubisoft Montreal,T
Namco Museum Remix,Wii,2007,Misc,Atari,0.68,0,0,0.05,0.74,"680,000",0,0,"50,000","740,000",49,18,6.3,4,51.5,TOSE,TOSE,E
Pirates of the Caribbean: At World's End,PS3,2007,Action,Disney Interactive Studios,0.17,0.41,0,0.15,0.73,"170,000","410,000",0,"150,000","730,000",55,24,6.9,19,61.2,Eurocom Entertainment Software,Eurocom Entertainment Software,T
Tiger Woods PGA Tour 08,PS3,2007,Sports,Electronic Arts,0.22,0.37,0,0.14,0.73,"220,000","370,000",0,"140,000","730,000",79,30,6.6,7,76.5,EA Salt Lake,EA Salt Lake,E
Harvest Moon DS: Island of Happiness,DS,2007,Simulation,Rising Star Games,0.43,0.01,0.25,0.04,0.72,"430,000","10,000","250,000","40,000","720,000",65,15,7,22,68.0,TOSE,TOSE,E
NBA Live 08,PS2,2007,Sports,Electronic Arts,0.59,0.02,0.01,0.1,0.72,"590,000","20,000","10,000","100,000","720,000",68,10,6.6,9,67.1,EA Canada,EA Canada,E
Major League Baseball 2K7,X360,2007,Sports,Spike,0.67,0,0,0.06,0.72,"670,000",0,0,"60,000","720,000",79,31,7.1,34,74.8,Kush Games,Kush Games,E
Skate,X360,2007,Sports,Electronic Arts,0.62,0.03,0,0.06,0.71,"620,000","30,000",0,"60,000","710,000",86,59,8.4,137,84.6,EA Black Box,EA Black Box,T
Ben 10: Protector of Earth,PSP,2007,Action,D3Publisher,0.23,0.3,0,0.18,0.71,"230,000","300,000",0,"180,000","710,000",60,4,7.2,23,70.2,High Voltage Software,High Voltage Software,E10+
Crysis,PC,2007,Shooter,Electronic Arts,0,0.69,0,0.02,0.71,0,"690,000",0,"20,000","710,000",91,56,8,1970,80.3,Crytek,Crytek,M
The Sims 2: Castaway,DS,2007,Simulation,Electronic Arts,0.62,0.04,0,0.06,0.71,"620,000","40,000",0,"60,000","710,000",66,8,4,5,56.0,Full Fat,Full Fat,E
Madden NFL 08,PSP,2007,Sports,Electronic Arts,0.6,0.04,0,0.07,0.71,"600,000","40,000",0,"70,000","710,000",75,10,6.8,8,71.9,EA Tiburon,EA Tiburon,E
Dynasty Warriors 6,PS3,2007,Action,Tecmo Koei,0.18,0.07,0.41,0.04,0.71,"180,000","70,000","410,000","40,000","710,000",59,31,7.3,49,67.6,"Koei, Omega Force","Koei, Omega Force",T
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,2007,Role-Playing,Square Enix,0.18,0.01,0.5,0.02,0.7,"180,000","10,000","500,000","20,000","700,000",65,43,5.9,21,63.0,"Eighting, Genius Sonority Inc.","Eighting, Genius Sonority Inc.",T
Two Worlds,X360,2007,Role-Playing,SouthPeak Games,0.41,0.22,0,0.07,0.7,"410,000","220,000",0,"70,000","700,000",50,44,5.5,182,54.0,Reality Pump,Reality Pump,M
NCAA Football 08,X360,2007,Sports,Electronic Arts,0.65,0,0,0.05,0.7,"650,000",0,0,"50,000","700,000",81,30,7.8,44,79.2,EA Sports,EA Sports,E
Metal Gear Solid: Portable Ops Plus,PSP,2007,Action,Konami Digital Entertainment,0.26,0,0.26,0.17,0.69,"260,000",0,"260,000","170,000","690,000",65,19,7.5,27,70.9,Kojima Productions,Kojima Productions,T
MX vs. ATV Untamed,X360,2007,Racing,THQ,0.55,0.08,0,0.06,0.68,"550,000","80,000",0,"60,000","680,000",70,43,7.1,17,70.3,Rainbow Studios,Rainbow Studios,E
Hot Shots Golf: Open Tee 2,PSP,2007,Sports,Sony Computer Entertainment,0.21,0.11,0.28,0.08,0.68,"210,000","110,000","280,000","80,000","680,000",82,42,8.6,12,82.9,Clap Hanz,Clap Hanz,E
Cars: Mater-National Championship,DS,2007,Racing,THQ,0.63,0,0,0.05,0.68,"630,000",0,0,"50,000","680,000",69,7,6.8,5,68.6,Rainbow Studios,Rainbow Studios,E
Spider-Man 3,PS3,2007,Platform,Activision,0.26,0.29,0.02,0.11,0.67,"260,000","290,000","20,000","110,000","670,000",60,33,7,40,65.5,Treyarch,Treyarch,T
Unreal Tournament III,PS3,2007,Shooter,Midway Games,0.33,0.23,0,0.1,0.67,"330,000","230,000",0,"100,000","670,000",86,42,7.7,127,79.2,Epic Games,Epic Games,M
Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,0.66,"220,000","10,000","420,000","20,000","660,000",77,41,7.2,25,75.1,Square Enix,Square Enix,E10+
Tony Hawk's Proving Ground,PS2,2007,Sports,Activision,0.55,0.02,0,0.09,0.66,"550,000","20,000",0,"90,000","660,000",65,6,6.6,17,65.7,Page 44 Studios,Page 44 Studios,T
The Darkness,PS3,2007,Shooter,Take-Two Interactive,0.2,0.33,0,0.13,0.66,"200,000","330,000",0,"130,000","660,000",80,35,7.7,107,77.7,Starbreeze,Starbreeze,M
Ratatouille,PSP,2007,Action,THQ,0.22,0.27,0,0.16,0.66,"220,000","270,000",0,"160,000","660,000",64,7,7.1,7,67.5,Locomotive Games,Locomotive Games,E
Wario: Master of Disguise,DS,2007,Platform,Nintendo,0.28,0.02,0.33,0.03,0.65,"280,000","20,000","330,000","30,000","650,000",60,35,7.4,19,64.9,Suzak,Suzak,E10+
MX vs. ATV Untamed,PSP,2007,Racing,THQ,0.35,0.18,0,0.12,0.65,"350,000","180,000",0,"120,000","650,000",59,12,,,59.0,Rainbow Studios,Rainbow Studios,E
Star Ocean: First Departure,PSP,2007,Role-Playing,Square Enix,0.2,0.13,0.22,0.09,0.64,"200,000","130,000","220,000","90,000","640,000",74,32,7.4,28,74.0,TOSE,TOSE,T
Stuntman: Ignition,X360,2007,Racing,THQ,0.25,0.31,0,0.07,0.64,"250,000","310,000",0,"70,000","640,000",75,38,7.3,31,74.1,Paradigm Entertainment,Paradigm Entertainment,T
NBA Live 08,PS3,2007,Sports,Electronic Arts,0.56,0.02,0.01,0.05,0.63,"560,000","20,000","10,000","50,000","630,000",73,28,6.8,10,71.7,EA Canada,EA Canada,E
Juiced 2: Hot Import Nights,X360,2007,Racing,THQ,0.22,0.34,0,0.07,0.63,"220,000","340,000",0,"70,000","630,000",68,24,7.6,21,71.7,Juice Games,Juice Games,T
Sega Rally Revo,PS3,2007,Racing,Sega,0.07,0.42,0,0.14,0.63,"70,000","420,000",0,"140,000","630,000",75,40,7,20,73.3,SEGA Racing Studio,SEGA Racing Studio,E
Shin Megami Tensei: Persona 3 FES,PS2,2007,Role-Playing,Tecmo Koei,0.22,0.2,0.16,0.05,0.63,"220,000","200,000","160,000","50,000","630,000",89,25,8.3,296,83.5,Atlus Co.,Atlus Co.,M
Crash of the Titans,PSP,2007,Action,Vivendi Games,0.25,0.24,0,0.14,0.63,"250,000","240,000",0,"140,000","630,000",,,7.1,24,71.0,SuperVillain Studios,SuperVillain Studios,E10+
Donkey Kong Barrel Blast,Wii,2007,Racing,Nintendo,0.19,0.26,0.11,0.06,0.62,"190,000","260,000","110,000","60,000","620,000",46,34,6.8,26,55.5,Paon Corporation,Paon Corporation,E
SpongeBob's Atlantis SquarePantis,Wii,2007,Action,THQ,0.56,0,0,0.04,0.61,"560,000",0,0,"40,000","610,000",,,5.5,6,55.0,THQ,THQ,E
NBA 2K8,PS2,2007,Sports,Take-Two Interactive,0.5,0.02,0,0.08,0.6,"500,000","20,000",0,"80,000","600,000",72,7,6,9,65.3,Visual Concepts,Visual Concepts,E
The Golden Compass,DS,2007,Action,Sega,0.28,0.25,0,0.06,0.6,"280,000","250,000",0,"60,000","600,000",43,7,4.9,8,46.2,Artificial Mind and Movement,Artificial Mind and Movement,E10+
Major League Baseball 2K7,PS2,2007,Sports,Spike,0.29,0.23,0,0.08,0.6,"290,000","230,000",0,"80,000","600,000",71,5,,,71.0,Kush Games,Kush Games,E
SimCity DS,DS,2007,Simulation,Electronic Arts,0.33,0.02,0.21,0.03,0.6,"330,000","20,000","210,000","30,000","600,000",69,27,6.3,18,66.6,Aki Corp.,Aki Corp.,E
Final Fantasy Anniversary Edition,PSP,2007,Role-Playing,Square Enix,0.39,0.02,0.13,0.04,0.58,"390,000","20,000","130,000","40,000","580,000",67,34,7.7,47,72.8,TOSE,TOSE,E10+
Blacksite: Area 51,X360,2007,Shooter,Midway Games,0.29,0.22,0,0.06,0.57,"290,000","220,000",0,"60,000","570,000",62,48,6.1,65,61.4,Midway Studios - Austin,Midway Studios - Austin,T
Spider-Man 3,X360,2007,Platform,Activision,0.49,0.04,0,0.04,0.57,"490,000","40,000",0,"40,000","570,000",63,61,7,53,66.3,Treyarch,Treyarch,T
Tomb Raider: Anniversary,PSP,2007,Action,Eidos Interactive,0.21,0.22,0,0.13,0.57,"210,000","220,000",0,"130,000","570,000",78,32,8.2,28,79.9,Crystal Dynamics,Crystal Dynamics,T
Odin Sphere,PS2,2007,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,0.56,"230,000","180,000","90,000","60,000","560,000",83,49,8.6,59,84.6,Vanilla Ware,Vanilla Ware,T
NCAA March Madness 07,PS2,2007,Sports,Electronic Arts,0.28,0.22,0,0.07,0.56,"280,000","220,000",0,"70,000","560,000",63,9,8.6,7,73.1,EA Canada,EA Canada,E
Manhunt 2,PS2,2007,Action,Take-Two Interactive,0.27,0.21,0,0.07,0.56,"270,000","210,000",0,"70,000","560,000",67,22,7.8,53,74.8,Rockstar London,Rockstar London,M
Tony Hawk's Proving Ground,X360,2007,Sports,Activision,0.49,0.02,0,0.04,0.56,"490,000","20,000",0,"40,000","560,000",72,59,5.4,44,64.3,Neversoft Entertainment,Neversoft Entertainment,T
TMNT,X360,2007,Action,Ubisoft,0.48,0.03,0,0.05,0.56,"480,000","30,000",0,"50,000","560,000",58,31,6.3,32,60.5,Ubisoft Montreal,Ubisoft Montreal,E10+
No More Heroes,Wii,2007,Action,Rising Star Games,0.29,0.17,0.04,0.05,0.55,"290,000","170,000","40,000","50,000","550,000",83,64,8.4,259,83.8,Grasshopper Manufacture,Grasshopper Manufacture,M
NBA 2K8,PS3,2007,Sports,Take-Two Interactive,0.5,0.01,0,0.05,0.55,"500,000","10,000",0,"50,000","550,000",81,18,6.8,19,74.3,Visual Concepts,Visual Concepts,E
Purr Pals,DS,2007,Simulation,THQ,0.18,0.35,0,0.02,0.55,"180,000","350,000",0,"20,000","550,000",67,4,6.8,6,67.6,Brain Toys,Brain Toys,E
Tiger Woods PGA Tour 08,X360,2007,Sports,Electronic Arts,0.49,0.02,0,0.04,0.54,"490,000","20,000",0,"40,000","540,000",80,45,7.8,26,79.3,EA Salt Lake,EA Salt Lake,E
F.E.A.R.,PS3,2007,Shooter,Vivendi Games,0.18,0.26,0,0.1,0.54,"180,000","260,000",0,"100,000","540,000",72,31,7.4,64,73.3,Day 1 Studios,Day 1 Studios,M
Hotel Dusk: Room 215,DS,2007,Adventure,Nintendo,0.26,0.04,0.22,0.03,0.54,"260,000","40,000","220,000","30,000","540,000",78,57,8.6,102,83.1,Cing,Cing,T
Manhunt 2,Wii,2007,Action,Take-Two Interactive,0.25,0.23,0,0.06,0.53,"250,000","230,000",0,"60,000","530,000",62,38,7.1,46,66.9,Rockstar Toronto,Rockstar Toronto,M
Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007,Shooter,Ubisoft,0.35,0.09,0,0.08,0.53,"350,000","90,000",0,"80,000","530,000",61,12,6.4,9,62.3,"High Voltage Software, Ubisoft Paris","High Voltage Software, Ubisoft Paris",T
Stuntman: Ignition,PS3,2007,Racing,THQ,0.17,0.26,0,0.1,0.52,"170,000","260,000",0,"100,000","520,000",76,18,6.2,12,70.4,Paradigm Entertainment,Paradigm Entertainment,T
The Golden Compass,PS2,2007,Action,Sega,0.13,0,0,0.39,0.52,"130,000",0,0,"390,000","520,000",46,10,5.2,6,48.3,Shiny Entertainment,Shiny Entertainment,E10+
NBA Live 08,X360,2007,Sports,Electronic Arts,0.47,0,0,0.04,0.52,"470,000",0,0,"40,000","520,000",73,37,5.3,19,66.2,EA Canada,EA Canada,E
Silent Hill: Origins,PSP,2007,Action,Konami Digital Entertainment,0.22,0.15,0.04,0.1,0.52,"220,000","150,000","40,000","100,000","520,000",78,40,7.8,107,78.0,"Climax Group, Climax Studios","Climax Group, Climax Studios",M
Lair,PS3,2007,Action,Sony Computer Entertainment,0.36,0.03,0.08,0.04,0.51,"360,000","30,000","80,000","40,000","510,000",53,55,6.4,229,61.9,"Factor 5, SCE/WWS","Factor 5, SCE/WWS",T
Ratatouille,PS3,2007,Action,THQ,0.09,0.32,0,0.1,0.51,"90,000","320,000",0,"100,000","510,000",55,8,4.8,4,52.7,Heavy Iron Studios,Heavy Iron Studios,E
The BIGS,PS2,2007,Sports,Take-Two Interactive,0.25,0.19,0,0.06,0.51,"250,000","190,000",0,"60,000","510,000",71,4,4.8,4,59.5,Blue Castle Games,Blue Castle Games,E
My Word Coach,Wii,2007,Misc,Ubisoft,0.46,0.01,0,0.04,0.51,"460,000","10,000",0,"40,000","510,000",68,8,,,68.0,Ubisoft,Ubisoft,E
Ratatouille,Wii,2007,Action,THQ,0.43,0.03,0,0.04,0.5,"430,000","30,000",0,"40,000","500,000",62,16,6.7,12,64.1,Asobo Studio,Asobo Studio,E
Picross DS,DS,2007,Puzzle,Nintendo,0.17,0.02,0.3,0.02,0.5,"170,000","20,000","300,000","20,000","500,000",83,33,8.7,36,85.1,Jupiter Corporation,Jupiter Corporation,E
Final Fantasy II Anniversary Edition,PSP,2007,Role-Playing,Square Enix,0.36,0.02,0.07,0.04,0.5,"360,000","20,000","70,000","40,000","500,000",63,31,7.1,24,66.5,TOSE,TOSE,T
Test Drive Unlimited,PSP,2007,Racing,Atari,0.08,0.27,0,0.15,0.5,"80,000","270,000",0,"150,000","500,000",80,18,7.3,29,75.7,Melbourne House,Melbourne House,E10+
Dance Dance Revolution Universe 2,X360,2007,Simulation,Konami Digital Entertainment,0.46,0,0,0.04,0.5,"460,000",0,0,"40,000","500,000",65,10,7.4,5,68.0,Konami,Konami,E10+
NBA Street Homecourt,X360,2007,Sports,Electronic Arts,0.45,0.01,0,0.04,0.5,"450,000","10,000",0,"40,000","500,000",80,42,8.2,30,80.8,EA Canada,EA Canada,E
Tomb Raider: Anniversary,PS2,2007,Action,Eidos Interactive,0.41,0.02,0,0.07,0.5,"410,000","20,000",0,"70,000","500,000",,,8.2,29,82.0,Crystal Dynamics,Crystal Dynamics,T
Cars Mater-National Championship,Wii,2007,Racing,THQ,0.46,0,0,0.04,0.49,"460,000",0,0,"40,000","490,000",,,6.7,6,67.0,Incinerator Games,Incinerator Games,E
Boogie,Wii,2007,Misc,Electronic Arts,0.43,0.03,0,0.04,0.49,"430,000","30,000",0,"40,000","490,000",57,37,5.3,54,54.6,EA Montreal,EA Montreal,E10+
Fire Emblem: Radiant Dawn,Wii,2007,Strategy,Nintendo,0.27,0.03,0.17,0.03,0.49,"270,000","30,000","170,000","30,000","490,000",78,36,8.7,180,85.5,Intelligent Systems,Intelligent Systems,E10+
Shrek the Third,PS2,2007,Action,Activision,0.4,0.02,0,0.07,0.48,"400,000","20,000",0,"70,000","480,000",56,18,6.1,9,57.7,Amaze Entertainment,Amaze Entertainment,E10+
Scene It? Lights Camera Action,X360,2007,Misc,Microsoft Game Studios,0.43,0.01,0,0.04,0.48,"430,000","10,000",0,"40,000","480,000",73,41,8.1,21,75.7,"Screenlife Games, WXP","Screenlife Games, WXP",T
Bratz: The Movie,PS2,2007,Simulation,THQ,0.24,0.18,0,0.06,0.48,"240,000","180,000",0,"60,000","480,000",,,5,4,50.0,Blitz Games,Blitz Games,E
Crash of the Titans,DS,2007,Action,Vivendi Games,0.42,0.02,0,0.04,0.48,"420,000","20,000",0,"40,000","480,000",73,8,5.9,10,65.2,Amaze Entertainment,Amaze Entertainment,E
Dynasty Warriors Gundam,PS3,2007,Action,Tecmo Koei,0.14,0.01,0.31,0.02,0.47,"140,000","10,000","310,000","20,000","470,000",60,29,6.9,16,63.2,"Koei, Omega Force","Koei, Omega Force",T
Spider-Man 3,Wii,2007,Platform,Activision,0.42,0.02,0,0.04,0.47,"420,000","20,000",0,"40,000","470,000",53,39,5.3,29,53.0,Vicarious Visions,Vicarious Visions,T
The Sims 2: Pets,Wii,2007,Simulation,Electronic Arts,0.41,0.02,0,0.04,0.47,"410,000","20,000",0,"40,000","470,000",65,15,7.3,4,66.7,Maxis,Maxis,T
Shadowrun,X360,2007,Role-Playing,Microsoft Game Studios,0.41,0.02,0,0.04,0.47,"410,000","20,000",0,"40,000","470,000",66,57,7.5,156,72.6,FASA Studio,FASA Studio,M
Crazy Taxi: Fare Wars,PSP,2007,Racing,Sega,0.1,0.22,0.02,0.12,0.47,"100,000","220,000","20,000","120,000","470,000",64,25,7.1,18,66.9,Sega,Sega,E10+
Spider-Man: Friend or Foe,DS,2007,Action,Activision,0.43,0,0,0.04,0.47,"430,000",0,0,"40,000","470,000",55,12,,,55.0,Artificial Mind and Movement,Artificial Mind and Movement,E10+
Spider-Man 3,DS,2007,Platform,Activision,0.41,0.02,0,0.04,0.47,"410,000","20,000",0,"40,000","470,000",79,21,6.5,17,72.7,Vicarious Visions,Vicarious Visions,E10+
Metal Gear Solid: The Essential Collection,PS2,2007,Adventure,Konami Digital Entertainment,0.23,0.18,0,0.06,0.46,"230,000","180,000",0,"60,000","460,000",,,8.9,9,89.0,Konami,Konami,M
Harry Potter and the Order of the Phoenix,Wii,2007,Action,Electronic Arts,0.38,0.05,0,0.04,0.46,"380,000","50,000",0,"40,000","460,000",69,34,7.2,28,70.4,EA Games,EA Games,E10+
Syphon Filter: Logan's Shadow,PSP,2007,Shooter,Sony Computer Entertainment,0.25,0.12,0,0.09,0.46,"250,000","120,000",0,"90,000","460,000",85,41,8.8,47,86.6,Sony Bend,Sony Bend,T
SingStar Amped,PS2,2007,Misc,Sony Computer Entertainment,0.23,0.18,0,0.06,0.46,"230,000","180,000",0,"60,000","460,000",76,20,,,76.0,SCEE London Studio,SCEE London Studio,T
Crayola: Treasure Adventures,DS,2007,Puzzle,Ignition Entertainment,0.42,0.01,0,0.03,0.46,"420,000","10,000",0,"30,000","460,000",65,14,,,65.0,Crave,Crave,E
MX vs. ATV Untamed,PS3,2007,Racing,THQ,0.35,0.06,0,0.05,0.46,"350,000","60,000",0,"50,000","460,000",67,33,6.1,8,65.8,Rainbow Studios,Rainbow Studios,E
The Golden Compass,X360,2007,Action,Sega,0.3,0.12,0,0.04,0.46,"300,000","120,000",0,"40,000","460,000",41,25,4.1,14,41.0,Shiny Entertainment,Shiny Entertainment,E10+
The New York Times Crosswords,DS,2007,Puzzle,Majesco Entertainment,0.42,0,0,0.03,0.45,"420,000",0,0,"30,000","450,000",79,15,6.7,6,75.6,BudCat,BudCat,T
Burnout Dominator,PSP,2007,Racing,Electronic Arts,0.02,0.38,0.01,0.05,0.45,"20,000","380,000","10,000","50,000","450,000",76,23,8.2,27,79.2,Criterion Games,Criterion Games,E10+
Crash of the Titans,Wii,2007,Action,Vivendi Games,0.39,0.02,0,0.03,0.45,"390,000","20,000",0,"30,000","450,000",69,16,5.8,22,62.6,Radical Entertainment,Radical Entertainment,E10+
My Fashion Studio,DS,2007,Misc,Ubisoft,0.41,0,0,0.03,0.45,"410,000",0,0,"30,000","450,000",,,6.8,6,68.0,505 Games,505 Games,E
Pirates of the Caribbean: At World's End,Wii,2007,Action,Disney Interactive Studios,0.39,0.02,0.01,0.04,0.45,"390,000","20,000","10,000","40,000","450,000",53,17,7.2,17,62.5,Eurocom Entertainment Software,Eurocom Entertainment Software,T
Bee Movie Game,DS,2007,Action,Activision,0.41,0,0,0.03,0.45,"410,000",0,0,"30,000","450,000",58,9,,,58.0,Vicarious Visions,Vicarious Visions,E
Sega Rally Revo,X360,2007,Racing,Sega,0.12,0.28,0,0.05,0.45,"120,000","280,000",0,"50,000","450,000",77,42,7.2,30,74.9,SEGA Racing Studio,SEGA Racing Studio,E
Worms: Open Warfare 2,PSP,2007,Strategy,THQ,0.04,0.26,0,0.14,0.44,"40,000","260,000",0,"140,000","440,000",80,26,8.1,25,80.5,"Team 17, Two Tribes","Team 17, Two Tribes",E10+
Tony Hawk's Proving Ground,PS3,2007,Sports,Activision,0.36,0.04,0,0.04,0.44,"360,000","40,000",0,"40,000","440,000",73,36,6.6,17,70.8,Neversoft Entertainment,Neversoft Entertainment,T
Petz: Catz 2,Wii,2007,Simulation,Ubisoft,0.4,0.01,0,0.03,0.44,"400,000","10,000",0,"30,000","440,000",,,5.8,6,58.0,Ubisoft,Ubisoft,E
